project,cve,cwe,full_name,vul_version,vul_url,vul_zip,vul_markup_file,patch_version,patch_url,patch_zip,patch_markup_file
prime-jwt,CVE-2018-1000125,CWE-20,FusionAuth/fusionauth-jwt,fusionauth-jwt-1.2.1,https://github.com/FusionAuth/fusionauth-jwt/releases/tag/1.2.1,https://github.com/FusionAuth/fusionauth-jwt/archive/refs/tags/1.2.1.zip,prime-jwt_CVE-2018-1000125_fusionauth-jwt-1.2.1.csv,fusionauth-jwt-2.0.0,https://github.com/FusionAuth/fusionauth-jwt/releases/tag/2.0.0,https://github.com/FusionAuth/fusionauth-jwt/archive/refs/tags/2.0.0.zip,prime-jwt_CVE-2018-1000125_fusionauth-jwt-2.0.0.csv
jackson-databind,CVE-2020-8840,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-8840_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2020-8840_jackson-databind-jackson-databind-2.9.10.5.csv
hibernate-validator,CVE-2019-10219,CWE-79,hibernate/hibernate-validator,hibernate-validator-6.1.0.Alpha6,https://github.com/hibernate/hibernate-validator/releases/tag/6.1.0.Alpha6,https://github.com/hibernate/hibernate-validator/archive/refs/tags/6.1.0.Alpha6.zip,hibernate-validator_CVE-2019-10219_hibernate-validator-6.1.0.Alpha6.csv,hibernate-validator-6.1.1.Final,https://github.com/hibernate/hibernate-validator/releases/tag/6.1.1.Final,https://github.com/hibernate/hibernate-validator/archive/refs/tags/6.1.1.Final.zip,hibernate-validator_CVE-2019-10219_hibernate-validator-6.1.1.Final.csv
jackson-databind,CVE-2020-24750,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2020-24750_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.6,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.6,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.6.zip,jackson-databind_CVE-2020-24750_jackson-databind-jackson-databind-2.9.10.6.csv
jackson-databind,CVE-2019-20330,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.zip,jackson-databind_CVE-2019-20330_jackson-databind-jackson-databind-2.9.10.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2019-20330_jackson-databind-jackson-databind-2.9.10.5.csv
logback,CVE-2017-5929,CWE-502,qos-ch/logback,logback-v_1.1.11,https://github.com/qos-ch/logback/releases/tag/v_1.1.11,https://github.com/qos-ch/logback/archive/refs/tags/v_1.1.11.zip,logback_CVE-2017-5929_logback-v_1.1.11.csv,logback-v_1.2.0,https://github.com/qos-ch/logback/releases/tag/v_1.2.0,https://github.com/qos-ch/logback/archive/refs/tags/v_1.2.0.zip,logback_CVE-2017-5929_logback-v_1.2.0.csv
jackson-databind,CVE-2018-19362,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.7,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.7,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.7.zip,jackson-databind_CVE-2018-19362_jackson-databind-jackson-databind-2.9.7.csv,jackson-databind-jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.8.zip,jackson-databind_CVE-2018-19362_jackson-databind-jackson-databind-2.9.8.csv
commons-compress,CVE-2019-12402,CWE-835,apache/commons-compress,commons-compress-rel-1.18,https://github.com/apache/commons-compress/releases/tag/rel/1.18,https://github.com/apache/commons-compress/archive/refs/tags/rel/1.18.zip,commons-compress_CVE-2019-12402_commons-compress-rel-1.18.csv,commons-compress-1.19-RC1,https://github.com/apache/commons-compress/releases/tag/1.19-RC1,https://github.com/apache/commons-compress/archive/refs/tags/1.19-RC1.zip,commons-compress_CVE-2019-12402_commons-compress-1.19-RC1.csv
xstream,CVE-2020-26217,CWE-78,x-stream/xstream,xstream-XSTREAM_1_4_13,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_13,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_13.zip,xstream_CVE-2020-26217_xstream-XSTREAM_1_4_13.csv,xstream-XSTREAM_1_4_15,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_15,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_15.zip,xstream_CVE-2020-26217_xstream-XSTREAM_1_4_15.csv
cxf-fediz,CVE-2017-7662,CWE-352,apache/cxf-fediz,cxf-fediz-fediz-1.4.0,https://github.com/apache/cxf-fediz/releases/tag/fediz-1.4.0,https://github.com/apache/cxf-fediz/archive/refs/tags/fediz-1.4.0.zip,cxf-fediz_CVE-2017-7662_cxf-fediz-fediz-1.4.0.csv,cxf-fediz-fediz-1.4.1,https://github.com/apache/cxf-fediz/releases/tag/fediz-1.4.1,https://github.com/apache/cxf-fediz/archive/refs/tags/fediz-1.4.1.zip,cxf-fediz_CVE-2017-7662_cxf-fediz-fediz-1.4.1.csv
jjbpm-wbbpm,CVE-2013-6465,CWE-79,kiegroup/jbpm-wb,jbpm-wb-6.1.0.Final,https://github.com/kiegroup/jbpm-wb/releases/tag/6.1.0.Final,https://github.com/kiegroup/jbpm-wb/archive/refs/tags/6.1.0.Final.zip,jjbpm-wbbpm_CVE-2013-6465_jbpm-wb-6.1.0.Final.csv,jbpm-wb-6.1.0.Beta1,https://github.com/kiegroup/jbpm-wb/releases/tag/6.1.0.Beta1,https://github.com/kiegroup/jbpm-wb/archive/refs/tags/6.1.0.Beta1.zip,jjbpm-wbbpm_CVE-2013-6465_jbpm-wb-6.1.0.Beta1.csv
esapi-java-legacy,CVE-2022-23457,CWE-22,ESAPI/esapi-java-legacy,esapi-java-legacy-esapi-2.2.3.1,https://github.com/ESAPI/esapi-java-legacy/releases/tag/esapi-2.2.3.1,https://github.com/ESAPI/esapi-java-legacy/archive/refs/tags/esapi-2.2.3.1.zip,esapi-java-legacy_CVE-2022-23457_esapi-java-legacy-esapi-2.2.3.1.csv,esapi-java-legacy-esapi-2.3.0.0,https://github.com/ESAPI/esapi-java-legacy/releases/tag/esapi-2.3.0.0,https://github.com/ESAPI/esapi-java-legacy/archive/refs/tags/esapi-2.3.0.0.zip,esapi-java-legacy_CVE-2022-23457_esapi-java-legacy-esapi-2.3.0.0.csv
xstream,CVE-2020-26258,CWE-918,x-stream/xstream,xstream-XSTREAM_1_4_14,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_14,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_14.zip,xstream_CVE-2020-26258_xstream-XSTREAM_1_4_14.csv,xstream-XSTREAM_1_4_15,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_15,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_15.zip,xstream_CVE-2020-26258_xstream-XSTREAM_1_4_15.csv
jackson-databind,CVE-2019-16943,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.0.0-RC2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.0.0-RC2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.0.0-RC2.zip,jackson-databind_CVE-2019-16943_jackson-databind-jackson-databind-2.0.0-RC2.csv,jackson-databind-jackson-databind-2.6.7.3,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.6.7.3,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.6.7.3.zip,jackson-databind_CVE-2019-16943_jackson-databind-jackson-databind-2.6.7.3.csv
jackson-databind,CVE-2018-14719,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.0.0-RC3,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.0.0-RC3,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.0.0-RC3.zip,jackson-databind_CVE-2018-14719_jackson-databind-jackson-databind-2.0.0-RC3.csv,jackson-databind-jackson-databind-2.9.10.2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.2.zip,jackson-databind_CVE-2018-14719_jackson-databind-jackson-databind-2.9.10.2.csv
jackson-databind,CVE-2020-36183,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.2.4,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.2.4,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.2.4.zip,jackson-databind_CVE-2020-36183_jackson-databind-jackson-databind-2.2.4.csv,jackson-databind-jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.8,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.8.zip,jackson-databind_CVE-2020-36183_jackson-databind-jackson-databind-2.9.10.8.csv
perwendel-spark,CVE-2016-9177,CWE-22,perwendel/spark,spark-2.5,https://github.com/perwendel/spark/releases/tag/2.5,https://github.com/perwendel/spark/archive/refs/tags/2.5.zip,perwendel-spark_CVE-2016-9177_spark-2.5.csv,spark-2.5.1,https://github.com/perwendel/spark/releases/tag/2.5.1,https://github.com/perwendel/spark/archive/refs/tags/2.5.1.zip,perwendel-spark_CVE-2016-9177_spark-2.5.1.csv
jackson-databind,CVE-2019-14892,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-14892_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.10.5,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.10.5.zip,jackson-databind_CVE-2019-14892_jackson-databind-jackson-databind-2.9.10.5.csv
xstream,CVE-2021-43859,CWE-400,x-stream/xstream,xstream-XSTREAM_1_4_18,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_18,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_18.zip,xstream_CVE-2021-43859_xstream-XSTREAM_1_4_18.csv,xstream-XSTREAM_1_4_19,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_19,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_19.zip,xstream_CVE-2021-43859_xstream-XSTREAM_1_4_19.csv
perwendel-spark,CVE-2018-9159,CWE-22,perwendel/spark,spark-1.1.1,https://github.com/perwendel/spark/releases/tag/1.1.1,https://github.com/perwendel/spark/archive/refs/tags/1.1.1.zip,perwendel-spark_CVE-2018-9159_spark-1.1.1.csv,spark-2.9.3,https://github.com/perwendel/spark/releases/tag/2.9.3,https://github.com/perwendel/spark/archive/refs/tags/2.9.3.zip,perwendel-spark_CVE-2018-9159_spark-2.9.3.csv
santuario-java,CVE-2019-12400,CWE-20,apache/santuario-java,santuario-java-xmlsec-2.1.3,https://github.com/apache/santuario-java/releases/tag/xmlsec-2.1.3,https://github.com/apache/santuario-java/archive/refs/tags/xmlsec-2.1.3.zip,santuario-java_CVE-2019-12400_santuario-java-xmlsec-2.1.3.csv,santuario-java-xmlsec-2.1.4,https://github.com/apache/santuario-java/releases/tag/xmlsec-2.1.4,https://github.com/apache/santuario-java/archive/refs/tags/xmlsec-2.1.4.zip,santuario-java_CVE-2019-12400_santuario-java-xmlsec-2.1.4.csv
cxf-fediz,CVE-2017-7661,CWE-352,apache/cxf-fediz,cxf-fediz-fediz-1.2.3,https://github.com/apache/cxf-fediz/releases/tag/fediz-1.2.3,https://github.com/apache/cxf-fediz/archive/refs/tags/fediz-1.2.3.zip,cxf-fediz_CVE-2017-7661_cxf-fediz-fediz-1.2.3.csv,cxf-fediz-fediz-1.2.4,https://github.com/apache/cxf-fediz/releases/tag/fediz-1.2.4,https://github.com/apache/cxf-fediz/archive/refs/tags/fediz-1.2.4.zip,cxf-fediz_CVE-2017-7661_cxf-fediz-fediz-1.2.4.csv
brooklyn-server,CVE-2016-8744,CWE-502,apache/brooklyn-server,brooklyn-server-rel-apache-brooklyn-0.9.0,https://github.com/apache/brooklyn-server/releases/tag/rel/apache-brooklyn-0.9.0,https://github.com/apache/brooklyn-server/archive/refs/tags/rel/apache-brooklyn-0.9.0.zip,brooklyn-server_CVE-2016-8744_brooklyn-server-rel-apache-brooklyn-0.9.0.csv,brooklyn-server-rel-apache-brooklyn-1.0.0,https://github.com/apache/brooklyn-server/releases/tag/rel/apache-brooklyn-1.0.0,https://github.com/apache/brooklyn-server/archive/refs/tags/rel/apache-brooklyn-1.0.0.zip,brooklyn-server_CVE-2016-8744_brooklyn-server-rel-apache-brooklyn-1.0.0.csv
jsoup,CVE-2015-6748,CWE-79,jhy/jsoup,jsoup-jsoup-1.8.1.a,https://github.com/jhy/jsoup/releases/tag/jsoup-1.8.1.a,https://github.com/jhy/jsoup/archive/refs/tags/jsoup-1.8.1.a.zip,jsoup_CVE-2015-6748_jsoup-jsoup-1.8.1.a.csv,jsoup-jsoup-1.8.3,https://github.com/jhy/jsoup/releases/tag/jsoup-1.8.3,https://github.com/jhy/jsoup/archive/refs/tags/jsoup-1.8.3.zip,jsoup_CVE-2015-6748_jsoup-jsoup-1.8.3.csv
tika,CVE-2016-6809,CWE-502,apache/tika,tika-1.13,https://github.com/apache/tika/releases/tag/1.13,https://github.com/apache/tika/archive/refs/tags/1.13.zip,tika_CVE-2016-6809_tika-1.13.csv,tika-1.14,https://github.com/apache/tika/releases/tag/1.14,https://github.com/apache/tika/archive/refs/tags/1.14.zip,tika_CVE-2016-6809_tika-1.14.csv
jackson-databind,CVE-2019-12814,CWE-502,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.zip,jackson-databind_CVE-2019-12814_jackson-databind-jackson-databind-2.9.9.csv,jackson-databind-jackson-databind-2.9.9.2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.9.9.2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.9.9.2.zip,jackson-databind_CVE-2019-12814_jackson-databind-jackson-databind-2.9.9.2.csv
Resteasy,CVE-2017-7561,CWE-444,resteasy/resteasy,resteasy-3.5.0.Final,https://github.com/resteasy/resteasy/releases/tag/3.5.0.Final,https://github.com/resteasy/resteasy/archive/refs/tags/3.5.0.Final.zip,Resteasy_CVE-2017-7561_resteasy-3.5.0.Final.csv,resteasy-3.5.1.Final,https://github.com/resteasy/resteasy/releases/tag/3.5.1.Final,https://github.com/resteasy/resteasy/archive/refs/tags/3.5.1.Final.zip,Resteasy_CVE-2017-7561_resteasy-3.5.1.Final.csv
xstream,CVE-2020-26259,CWE-78,x-stream/xstream,xstream-XSTREAM_1_4_14,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_14,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_14.zip,xstream_CVE-2020-26259_xstream-XSTREAM_1_4_14.csv,xstream-XSTREAM_1_4_15,https://github.com/x-stream/xstream/releases/tag/XSTREAM_1_4_15,https://github.com/x-stream/xstream/archive/refs/tags/XSTREAM_1_4_15.zip,xstream_CVE-2020-26259_xstream-XSTREAM_1_4_15.csv
jackson-databind,CVE-2020-25649,CWE-611,FasterXML/jackson-databind,jackson-databind-jackson-databind-2.0.0-RC2,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.0.0-RC2,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.0.0-RC2.zip,jackson-databind_CVE-2020-25649_jackson-databind-jackson-databind-2.0.0-RC2.csv,jackson-databind-jackson-databind-2.10.0.pr1,https://github.com/FasterXML/jackson-databind/releases/tag/jackson-databind-2.10.0.pr1,https://github.com/FasterXML/jackson-databind/archive/refs/tags/jackson-databind-2.10.0.pr1.zip,jackson-databind_CVE-2020-25649_jackson-databind-jackson-databind-2.10.0.pr1.csv
